Tarih,Bölge,Ürün Kategorisi,Ürün Adı,Birim Fiyat (TL),Satış Miktarı,Toplam Tutar (TL),Müşteri Segmenti,Ödeme Yöntemi,Müşteri Yaşı,Cinsiyet,Sipariş Durumu,Müşteri Memnuniyeti,İndirim Oranı
2024-03-18,Bursa,Kozmetik,Ruj,453.04,1,453.04,Kurumsal,Havale/EFT,,Kadın,Tamamlandı,3.4,0.0
2024-03-18,Konya,Giyim,Ceket,1005.32,1,1005.32,Kurumsal,Kapıda Ödeme,35.0,Erkek,Tamamlandı,4.3,0.17
2024-03-20,İstanbul,Kitap & Kırtasiye,Kalem Seti,265.63,3,796.89,Premium,Kapıda Ödeme,18.0,Kadın,Tamamlandı,4.8,0.16
2024-03-21,İzmir,Kozmetik,Nemlendirici Krem,227.28,1,227.28,Bireysel,Havale/EFT,50.0,Kadın,Tamamlandı,3.6,0.0
2024-03-21,İstanbul,Elektronik,Kulaklık,17506.23,1,17506.23,Kurumsal,Havale/EFT,27.0,Kadın,Tamamlandı,5.0,0.13
2024-03-21,Adana,Spor,Spor Çantası,2007.21,2,4014.42,Bireysel,Kredi Kartı,43.0,Kadın,Tamamlandı,4.3,0.29
2024-03-21,Gaziantep,Ev & Yaşam,Yastık,567.01,4,2268.04,Bireysel,Havale/EFT,22.0,Kadın,İptal Edildi,3.1,0.0
2024-03-22,İstanbul,Gıda,Kuruyemiş,118.59,9,1067.31,Bireysel,Banka Kartı,56.0,Kadın,İptal Edildi,4.6,0.0
2024-03-23,Antalya,Kozmetik,Ruj,875.2,3,2625.6,Premium,Kapıda Ödeme,50.0,Kadın,Tamamlandı,4.6,0.0
2024-03-24,İstanbul,Spor,Spor Çantası,622.25,2,1244.5,Bireysel,Kapıda Ödeme,37.0,Erkek,Tamamlandı,3.6,0.0
2024-03-25,Antalya,Kozmetik,Göz Farı,762.84,1,762.84,Bireysel,Havale/EFT,34.0,Kadın,Tamamlandı,5.0,0.2
2024-03-25,İstanbul,Gıda,Bal,34.28,1,34.28,Kurumsal,Havale/EFT,33.0,Erkek,İptal Edildi,3.3,0.21
2024-03-26,İzmir,Giyim,Elbise,2236.16,5,11180.8,Kurumsal,Banka Kartı,18.0,Kadın,Tamamlandı,3.6,0.0
2024-03-26,İzmir,Gıda,Çay,377.6,2,755.2,Bireysel,Kredi Kartı,30.0,Kadın,Tamamlandı,2.0,0.0
2024-03-26,İstanbul,Elektronik,Dizüstü Bilgisayar,14259.07,4,57036.28,Bireysel,Kapıda Ödeme,36.0,Kadın,Tamamlandı,4.4,0.0
2024-03-26,Gaziantep,Gıda,Kahve,172.3,2,344.6,Kurumsal,Havale/EFT,33.0,Erkek,Tamamlandı,3.9,0.27
2024-03-27,Bursa,Kozmetik,Parfüm,945.35,1,945.35,Bireysel,Banka Kartı,21.0,Erkek,Tamamlandı,4.8,0.08
2024-03-28,İzmir,Ev & Yaşam,Havlu Seti,317.24,2,634.48,Kurumsal,Banka Kartı,39.0,Erkek,Tamamlandı,4.0,0.0
2024-03-28,Adana,Ev & Yaşam,Mum,275.75,6,1654.5,Bireysel,Kapıda Ödeme,30.0,Kadın,Tamamlandı,2.6,0.0
2024-03-29,Konya,Giyim,Ayakkabı,955.48,1,955.48,Bireysel,Banka Kartı,,Erkek,Tamamlandı,4.8,0.0
2024-03-29,İzmir,Elektronik,Tablet,17087.43,2,34174.86,Bireysel,Kredi Kartı,47.0,Erkek,Tamamlandı,4.3,0.0
2024-03-30,Samsun,Kitap & Kırtasiye,Roman,293.57,2,587.14,Bireysel,Kredi Kartı,27.0,Kadın,Tamamlandı,3.8,0.09
2024-03-30,İzmir,Ev & Yaşam,Nevresim Takımı,1430.78,2,2861.56,Kurumsal,Banka Kartı,53.0,Erkek,İptal Edildi,3.2,0.0
2024-03-30,İstanbul,Ev & Yaşam,Havlu Seti,1262.62,6,7575.72,Kurumsal,Kredi Kartı,38.0,Erkek,İade Edildi,2.1,0.0
2024-03-31,İstanbul,Spor,Dambıl Seti,2784.16,2,5568.32,Kurumsal,Havale/EFT,28.0,Kadın,Tamamlandı,4.9,0.11
2024-04-01,Adana,Ev & Yaşam,Nevresim Takımı,535.57,2,1071.14,Premium,Kapıda Ödeme,30.0,Kadın,Tamamlandı,3.3,0.0
2024-04-01,Konya,Gıda,Zeytinyağı,45.71,2,91.42,Bireysel,Kredi Kartı,46.0,Kadın,Tamamlandı,4.1,0.0
2024-04-02,Konya,Ev & Yaşam,Yastık,308.85,3,926.55,Bireysel,Kredi Kartı,33.0,Kadın,Beklemede,4.6,0.26
2024-04-03,Adana,Elektronik,Akıllı Telefon,17020.19,3,51060.57,Bireysel,Kredi Kartı,18.0,Erkek,Tamamlandı,4.7,0.13
2024-04-04,Samsun,Gıda,Çay,189.03,1,189.03,Bireysel,Banka Kartı,31.0,Erkek,Tamamlandı,3.7,0.26
2024-04-04,İstanbul,Spor,Yoga Matı,1316.97,3,3950.91,Premium,Havale/EFT,22.0,Erkek,Tamamlandı,4.5,0.25
2024-04-04,Ankara,Elektronik,Tablet,19173.59,6,115041.54,Kurumsal,Kapıda Ödeme,26.0,Erkek,Tamamlandı,4.0,0.0
2024-04-04,İstanbul,Giyim,Elbise,206.52,1,206.52,Bireysel,Banka Kartı,35.0,Kadın,İade Edildi,4.6,0.08
2024-04-05,Ankara,Elektronik,Akıllı Saat,21152.16,1,21152.16,Bireysel,Banka Kartı,32.0,Erkek,Tamamlandı,5.0,0.0
2024-04-05,Antalya,Kitap & Kırtasiye,Roman,132.17,3,396.51,Bireysel,Banka Kartı,30.0,Kadın,Tamamlandı,3.6,0.0
2024-04-05,İzmir,Giyim,Pantolon,2453.44,2,4906.88,Bireysel,Kredi Kartı,18.0,Erkek,Tamamlandı,4.0,0.0
2024-04-05,Gaziantep,Gıda,Çay,96.45,2,192.9,Bireysel,Kredi Kartı,37.0,Erkek,İptal Edildi,3.8,0.13
2024-04-06,Bursa,Spor,Dambıl Seti,2941.22,2,5882.44,Premium,Kapıda Ödeme,24.0,Erkek,Tamamlandı,5.0,0.27
2024-04-07,Antalya,Giyim,Pantolon,888.39,1,888.39,Bireysel,Banka Kartı,42.0,Kadın,Tamamlandı,3.9,0.0
2024-04-07,Trabzon,Elektronik,Kulaklık,3890.74,3,11672.22,Kurumsal,Kredi Kartı,45.0,Erkek,Tamamlandı,3.3,0.28
2024-04-07,İstanbul,Giyim,Elbise,297.08,1,297.08,Bireysel,Kapıda Ödeme,18.0,Erkek,Beklemede,3.7,0.0
2024-04-08,Ankara,Giyim,Elbise,390.61,1,390.61,Bireysel,Kredi Kartı,18.0,Kadın,Tamamlandı,,0.13
2024-04-08,Antalya,Kozmetik,Göz Farı,253.73,2,507.46,Bireysel,Kredi Kartı,23.0,Kadın,İade Edildi,3.5,0.27
2024-04-08,Samsun,Giyim,Pantolon,679.27,3,2037.81,Bireysel,Banka Kartı,20.0,Erkek,Tamamlandı,3.4,0.0
2024-04-08,Ankara,Giyim,Ayakkabı,1140.07,1,1140.07,Bireysel,Banka Kartı,24.0,Kadın,Tamamlandı,5.0,0.0
2024-04-08,İstanbul,Giyim,Ceket,1181.0,3,3543.0,Bireysel,Banka Kartı,32.0,Kadın,Tamamlandı,4.6,0.0
2024-04-08,İstanbul,Giyim,Ceket,1799.05,1,1799.05,Kurumsal,Banka Kartı,34.0,Erkek,Tamamlandı,3.2,0.0
2024-04-08,Konya,Ev & Yaşam,Mum,1302.49,2,2604.98,Kurumsal,Havale/EFT,38.0,Kadın,Tamamlandı,3.0,0.07
2024-04-08,Bursa,Kozmetik,Ruj,1117.37,2,2234.74,Kurumsal,Havale/EFT,30.0,Erkek,Tamamlandı,3.5,0.0
2024-04-09,Ankara,Ev & Yaşam,Nevresim Takımı,1155.09,1,1155.09,Bireysel,Havale/EFT,33.0,Kadın,Tamamlandı,4.8,0.0
2024-04-09,İstanbul,Ev & Yaşam,Nevresim Takımı,81.68,2,163.36,Bireysel,Kredi Kartı,33.0,Erkek,Tamamlandı,2.9,0.0
2024-04-11,Bursa,Ev & Yaşam,Dekoratif Vazo,238.96,1,238.96,Kurumsal,Kredi Kartı,40.0,Kadın,İptal Edildi,4.5,0.22
2024-04-12,İstanbul,Gıda,Bal,167.36,7,1171.52,Kurumsal,Kredi Kartı,42.0,Erkek,İptal Edildi,4.9,0.0
2024-04-12,İzmir,Gıda,Zeytinyağı,299.2,4,1196.8,Bireysel,Kredi Kartı,32.0,Kadın,Tamamlandı,4.2,0.0
2024-04-12,İstanbul,Giyim,Tişört,2354.62,9,21191.58,Bireysel,Kredi Kartı,41.0,Erkek,Tamamlandı,4.0,0.0
2024-04-13,Antalya,Ev & Yaşam,Yastık,1462.94,1,1462.94,Bireysel,Kapıda Ödeme,29.0,Erkek,Tamamlandı,3.3,0.0
2024-04-13,Bursa,Giyim,Elbise,1069.05,2,2138.1,Bireysel,Kapıda Ödeme,22.0,Kadın,Tamamlandı,3.1,0.13
2024-04-13,Antalya,Kitap & Kırtasiye,Boyama Kitabı,52.01,5,260.05,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,4.2,0.29
2024-04-14,İstanbul,Elektronik,Dizüstü Bilgisayar,12795.8,1,12795.8,Bireysel,Banka Kartı,35.0,Erkek,Tamamlandı,4.2,0.0
2024-04-15,İstanbul,Ev & Yaşam,Yastık,838.96,4,3355.84,Kurumsal,Kapıda Ödeme,46.0,Kadın,Tamamlandı,3.5,0.14
2024-04-15,Bursa,Giyim,Elbise,2153.82,6,12922.92,Bireysel,Kredi Kartı,34.0,Erkek,Tamamlandı,3.4,0.0
2024-04-15,Bursa,Ev & Yaşam,Mum,1054.72,1,1054.72,Kurumsal,Banka Kartı,32.0,Erkek,Tamamlandı,3.4,0.0
2024-04-15,İzmir,Kozmetik,Göz Farı,160.03,2,320.06,Bireysel,Kredi Kartı,32.0,Erkek,Tamamlandı,2.9,0.0
2024-04-16,İzmir,Ev & Yaşam,Nevresim Takımı,753.58,2,1507.16,Premium,Kredi Kartı,25.0,Erkek,Tamamlandı,4.2,0.0
2024-04-16,Antalya,Spor,Spor Çantası,113.01,3,339.03,Kurumsal,Kredi Kartı,36.0,Erkek,Tamamlandı,4.7,0.0
2024-04-17,İzmir,Elektronik,Akıllı Saat,19041.34,2,38082.68,Kurumsal,Banka Kartı,31.0,Kadın,Tamamlandı,3.7,0.0
2024-04-17,İstanbul,Kozmetik,Nemlendirici Krem,1039.74,2,2079.48,Kurumsal,Banka Kartı,28.0,Erkek,Tamamlandı,3.8,0.22
2024-04-18,Ankara,Elektronik,Akıllı Telefon,18619.3,1,18619.3,Bireysel,Kredi Kartı,43.0,Kadın,Tamamlandı,3.7,0.0
2024-04-18,Ankara,Elektronik,Akıllı Telefon,10855.82,5,54279.1,Kurumsal,Kapıda Ödeme,39.0,Erkek,Beklemede,4.2,0.0
2024-04-18,İzmir,Giyim,Ceket,408.22,2,816.44,Premium,Havale/EFT,21.0,Erkek,Tamamlandı,3.8,0.0
2024-04-20,Ankara,Ev & Yaşam,Yastık,867.42,6,5204.52,Kurumsal,Kredi Kartı,35.0,Erkek,Tamamlandı,3.1,0.0
2024-04-20,İstanbul,Ev & Yaşam,Nevresim Takımı,1061.28,1,1061.28,Premium,Havale/EFT,38.0,Erkek,İptal Edildi,5.0,0.0
2024-04-20,Adana,Giyim,Tişört,1974.24,1,1974.24,Premium,Kapıda Ödeme,25.0,Erkek,Tamamlandı,2.3,0.11
2024-04-21,Adana,Gıda,Bal,416.26,3,1248.78,Bireysel,Banka Kartı,29.0,Kadın,Tamamlandı,4.1,0.0
2024-04-22,Bursa,Giyim,Pantolon,1048.8,1,1048.8,Kurumsal,Kredi Kartı,,Erkek,Tamamlandı,3.3,0.28
2024-04-22,Adana,Elektronik,Tablet,8569.79,4,34279.16,Bireysel,Banka Kartı,44.0,Kadın,Tamamlandı,2.5,0.29
2024-04-22,İstanbul,Kozmetik,Nemlendirici Krem,1101.51,1,1101.51,Bireysel,Havale/EFT,51.0,Kadın,İptal Edildi,3.1,0.0
2024-04-22,İstanbul,Gıda,Kahve,355.67,5,1778.35,Kurumsal,Kapıda Ödeme,35.0,Erkek,Tamamlandı,3.8,0.0
2024-04-22,İstanbul,Gıda,Kahve,355.65,7,2489.55,Premium,Kredi Kartı,31.0,Kadın,İade Edildi,4.3,0.0
2024-04-22,İzmir,Elektronik,Akıllı Telefon,10897.11,4,43588.44,Bireysel,Kapıda Ödeme,25.0,Erkek,Tamamlandı,4.8,0.17
2024-04-23,İstanbul,Spor,Dambıl Seti,2161.21,5,10806.05,Bireysel,Havale/EFT,21.0,Kadın,Tamamlandı,4.3,0.24
2024-04-24,İstanbul,Kozmetik,Parfüm,848.54,2,1697.08,Kurumsal,Kredi Kartı,38.0,Kadın,İade Edildi,3.9,0.0
2024-04-24,Bursa,Ev & Yaşam,Havlu Seti,195.22,2,390.44,Bireysel,Havale/EFT,25.0,Erkek,Tamamlandı,4.2,0.0
2024-04-25,İzmir,Ev & Yaşam,Mum,902.31,5,4511.55,Kurumsal,Kredi Kartı,32.0,Erkek,Tamamlandı,4.4,0.0
2024-04-26,İstanbul,Giyim,Ayakkabı,459.7,1,459.7,Kurumsal,Kredi Kartı,40.0,Kadın,Beklemede,2.4,0.21
2024-04-26,Antalya,Giyim,Pantolon,1852.92,6,11117.52,Kurumsal,Kredi Kartı,36.0,Erkek,Tamamlandı,4.0,0.0
2024-04-26,Konya,Gıda,Bal,118.5,3,355.5,Bireysel,Banka Kartı,38.0,Kadın,İade Edildi,4.2,0.0
2024-04-27,Antalya,Gıda,Bal,426.28,3,1278.84,Bireysel,Kredi Kartı,34.0,Erkek,Tamamlandı,5.0,0.11
2024-04-27,Trabzon,Kozmetik,Parfüm,786.38,9,7077.42,Kurumsal,Banka Kartı,40.0,Kadın,Beklemede,2.8,0.09
2024-04-27,Gaziantep,Spor,Yoga Matı,1423.6,1,1423.6,Bireysel,Banka Kartı,35.0,Kadın,Tamamlandı,3.7,0.25
2024-04-27,Antalya,Elektronik,Tablet,23435.99,4,93743.96,Bireysel,Kredi Kartı,34.0,Erkek,Tamamlandı,4.8,0.0
2024-04-27,Ankara,Kozmetik,Nemlendirici Krem,667.04,2,1334.08,Kurumsal,Havale/EFT,30.0,Kadın,Tamamlandı,5.0,0.25
2024-04-28,İstanbul,Elektronik,Akıllı Telefon,12818.19,1,12818.19,Bireysel,Kredi Kartı,41.0,Kadın,Tamamlandı,3.3,0.0
2024-04-28,İstanbul,Kitap & Kırtasiye,Defter,199.75,2,399.5,Premium,Kredi Kartı,59.0,Erkek,Tamamlandı,4.2,0.25
2024-04-29,Ankara,Giyim,Ayakkabı,1997.95,5,9989.75,Premium,Kapıda Ödeme,29.0,Erkek,Tamamlandı,3.4,0.0
2024-04-29,Trabzon,Giyim,Ceket,717.79,3,2153.37,Kurumsal,Banka Kartı,42.0,Kadın,Tamamlandı,4.2,0.0
2024-04-29,İzmir,Spor,Spor Çantası,2906.88,1,2906.88,Bireysel,Kredi Kartı,35.0,Kadın,Tamamlandı,4.6,0.0
2024-04-30,Ankara,Elektronik,Akıllı Telefon,7474.53,4,29898.12,Premium,Banka Kartı,28.0,Kadın,Tamamlandı,2.8,0.0
2024-05-01,Adana,Gıda,Zeytinyağı,408.41,6,2450.46,Bireysel,Havale/EFT,37.0,Kadın,Tamamlandı,3.4,0.18
2024-05-01,Konya,Elektronik,Akıllı Saat,24600.93,7,172206.51,Bireysel,Kredi Kartı,56.0,Erkek,Tamamlandı,3.5,0.14
2024-05-02,Bursa,Kitap & Kırtasiye,Kalem Seti,147.24,1,147.24,Bireysel,Havale/EFT,44.0,Erkek,Tamamlandı,3.5,0.0
2024-05-03,Konya,Elektronik,Dizüstü Bilgisayar,16275.74,4,65102.96,Kurumsal,Kredi Kartı,40.0,Erkek,Beklemede,3.3,0.0
2024-05-04,Konya,Elektronik,Tablet,5687.0,4,22748.0,Kurumsal,Kredi Kartı,33.0,Erkek,Tamamlandı,4.5,0.0
2024-05-05,Antalya,Ev & Yaşam,Nevresim Takımı,172.11,2,344.22,Bireysel,Havale/EFT,33.0,Kadın,Beklemede,3.6,0.0
2024-05-05,İzmir,Spor,Dambıl Seti,2341.04,5,11705.2,Bireysel,Banka Kartı,37.0,Erkek,Tamamlandı,3.1,0.24
2024-05-05,Ankara,Ev & Yaşam,Havlu Seti,336.65,1,336.65,Kurumsal,Kredi Kartı,18.0,Erkek,Tamamlandı,5.0,0.0
2024-05-06,Adana,Giyim,Ceket,815.04,4,3260.16,Kurumsal,Kredi Kartı,43.0,Erkek,Tamamlandı,2.6,0.24
2024-05-06,Antalya,Kozmetik,Güneş Kremi,551.1,1,551.1,Bireysel,Kredi Kartı,18.0,Erkek,Tamamlandı,4.9,0.2
2024-05-07,Ankara,Kozmetik,Güneş Kremi,419.02,4,1676.08,Bireysel,Kapıda Ödeme,22.0,Kadın,Tamamlandı,3.8,0.13
2024-05-07,Bursa,Gıda,Kuruyemiş,102.78,8,822.24,Bireysel,Kredi Kartı,30.0,Kadın,Tamamlandı,3.3,0.0
2024-05-07,Gaziantep,Kozmetik,Güneş Kremi,97.01,4,388.04,Bireysel,Banka Kartı,18.0,Erkek,Tamamlandı,3.4,0.0
2024-05-08,Ankara,Elektronik,Tablet,6338.1,1,6338.1,Bireysel,Banka Kartı,48.0,Kadın,İptal Edildi,3.9,0.11
2024-05-09,Bursa,Ev & Yaşam,Yastık,875.49,2,1750.98,Bireysel,Kredi Kartı,41.0,Erkek,Tamamlandı,3.2,0.0
2024-05-09,İzmir,Giyim,Ayakkabı,1842.96,1,1842.96,Premium,Kapıda Ödeme,28.0,Erkek,Tamamlandı,3.8,0.0
2024-05-09,Gaziantep,Elektronik,Akıllı Saat,20839.97,1,20839.97,Kurumsal,Kredi Kartı,42.0,Erkek,Tamamlandı,3.5,0.0
2024-05-10,Ankara,Kozmetik,Güneş Kremi,195.94,1,195.94,Kurumsal,Banka Kartı,42.0,Kadın,Tamamlandı,3.3,0.0
2024-05-10,İstanbul,Giyim,Pantolon,1060.02,9,9540.18,Bireysel,Havale/EFT,23.0,Erkek,İade Edildi,5.0,0.3
2024-05-10,İzmir,Elektronik,Akıllı Telefon,7239.92,6,43439.52,Kurumsal,Banka Kartı,33.0,Kadın,Tamamlandı,5.0,0.0
2024-05-10,Ankara,Ev & Yaşam,Nevresim Takımı,1444.24,3,4332.72,Bireysel,Kredi Kartı,30.0,Erkek,Tamamlandı,3.8,0.0
2024-05-10,İzmir,Kitap & Kırtasiye,Ajanda,113.81,2,227.62,Bireysel,Havale/EFT,24.0,Kadın,İptal Edildi,4.0,0.0
2024-05-11,Bursa,Ev & Yaşam,Nevresim Takımı,582.64,5,2913.2,Kurumsal,Kredi Kartı,45.0,Erkek,Tamamlandı,4.3,0.0
2024-05-11,Samsun,Elektronik,Akıllı Saat,2929.08,2,5858.16,Kurumsal,Kapıda Ödeme,44.0,Kadın,İptal Edildi,4.1,0.0
2024-05-12,Adana,Kozmetik,Güneş Kremi,558.87,3,1676.61,Bireysel,Banka Kartı,22.0,Erkek,Tamamlandı,3.2,0.0
2024-05-12,Trabzon,Gıda,Bal,184.88,2,369.76,Bireysel,Kredi Kartı,31.0,Kadın,Tamamlandı,2.9,0.0
2024-05-12,Samsun,Elektronik,Akıllı Telefon,5663.7,3,16991.1,Premium,Kredi Kartı,31.0,Erkek,Tamamlandı,2.5,0.0
2024-05-13,Ankara,Gıda,Kuruyemiş,351.82,1,351.82,Bireysel,Kredi Kartı,23.0,Erkek,Tamamlandı,4.6,0.0
2024-05-13,Ankara,Ev & Yaşam,Dekoratif Vazo,920.78,1,920.78,Bireysel,Kredi Kartı,46.0,Erkek,Tamamlandı,4.3,0.0
2024-05-14,Adana,Gıda,Kuruyemiş,204.86,6,1229.16,Kurumsal,Kredi Kartı,43.0,Kadın,Tamamlandı,3.8,0.26
2024-05-14,Samsun,Giyim,Pantolon,2327.1,2,4654.2,Bireysel,Havale/EFT,24.0,Kadın,Tamamlandı,4.0,0.0
2024-05-16,Ankara,Giyim,Pantolon,1205.97,4,4823.88,Bireysel,Banka Kartı,42.0,Erkek,Tamamlandı,4.9,0.0
2024-05-16,Ankara,Elektronik,Akıllı Telefon,5164.35,1,5164.35,Bireysel,Banka Kartı,43.0,Erkek,İptal Edildi,3.3,0.15
2024-05-16,Samsun,Elektronik,Kulaklık,22630.2,1,22630.2,Kurumsal,Kredi Kartı,21.0,Erkek,Tamamlandı,3.3,0.0
2024-05-16,Trabzon,Spor,Pilates Bandı,1389.51,3,4168.53,Bireysel,Kredi Kartı,36.0,Erkek,Tamamlandı,3.6,0.0
2024-05-17,Bursa,Kozmetik,Parfüm,1160.0,2,2320.0,Bireysel,Kapıda Ödeme,43.0,Erkek,Tamamlandı,2.2,0.0
2024-05-18,İzmir,Giyim,Pantolon,459.0,2,918.0,Kurumsal,Havale/EFT,30.0,Kadın,İade Edildi,3.9,0.0
2024-05-18,İstanbul,Elektronik,Dizüstü Bilgisayar,722.63,2,1445.26,Premium,Kapıda Ödeme,36.0,Kadın,Tamamlandı,4.1,0.27
2024-05-19,İstanbul,Ev & Yaşam,Nevresim Takımı,847.32,4,3389.28,Bireysel,Banka Kartı,21.0,Kadın,Tamamlandı,3.0,0.17
2024-05-20,İstanbul,Kozmetik,Göz Farı,364.53,2,729.06,Bireysel,Havale/EFT,26.0,Kadın,Tamamlandı,2.1,0.0
2024-05-20,İstanbul,Gıda,Kahve,165.08,7,1155.56,Bireysel,Banka Kartı,63.0,Kadın,Tamamlandı,4.8,0.0
2024-05-20,Antalya,Kozmetik,Parfüm,121.84,1,121.84,Premium,Banka Kartı,38.0,Kadın,Tamamlandı,4.4,0.2
2024-05-21,Ankara,Elektronik,Kulaklık,16084.59,1,16084.59,Bireysel,Banka Kartı,49.0,Erkek,Tamamlandı,3.2,0.0
2024-05-22,Gaziantep,Kitap & Kırtasiye,Boyama Kitabı,288.02,1,288.02,Bireysel,Kredi Kartı,46.0,Kadın,Tamamlandı,3.9,0.17
2024-05-22,İstanbul,Elektronik,Akıllı Saat,12982.97,2,25965.94,Premium,Kredi Kartı,37.0,Kadın,İptal Edildi,4.8,0.09
2024-05-22,İstanbul,Elektronik,Akıllı Telefon,9533.77,2,19067.54,Premium,Kredi Kartı,41.0,Erkek,Tamamlandı,5.0,0.0
2024-05-23,İstanbul,Giyim,Ayakkabı,2035.26,1,2035.26,Premium,Kredi Kartı,32.0,Kadın,Tamamlandı,3.9,0.0
2024-05-23,İstanbul,Gıda,Kahve,244.04,4,976.16,Bireysel,Kapıda Ödeme,37.0,Kadın,Tamamlandı,2.4,0.07
2024-05-23,İstanbul,Kitap & Kırtasiye,Ajanda,262.38,3,787.14,Kurumsal,Kredi Kartı,42.0,Erkek,Tamamlandı,4.4,0.24
2024-05-23,Antalya,Kozmetik,Nemlendirici Krem,187.17,4,748.68,Bireysel,Banka Kartı,50.0,Erkek,Tamamlandı,4.8,0.0
2024-05-23,Adana,Giyim,Tişört,2402.58,1,2402.58,Bireysel,Havale/EFT,29.0,Erkek,Tamamlandı,3.3,0.0
2024-05-24,Antalya,Spor,Dambıl Seti,1116.71,4,4466.84,Bireysel,Kredi Kartı,23.0,Kadın,Tamamlandı,4.2,0.0
2024-05-24,Ankara,Giyim,Ayakkabı,426.21,2,852.42,Bireysel,Kredi Kartı,29.0,Kadın,Tamamlandı,2.6,0.0
2024-05-24,Ankara,Spor,Pilates Bandı,1804.88,7,12634.16,Bireysel,Banka Kartı,28.0,Erkek,Tamamlandı,3.8,0.21
2024-05-24,Konya,Ev & Yaşam,Nevresim Takımı,196.69,1,196.69,Bireysel,Kredi Kartı,36.0,Erkek,Tamamlandı,3.2,0.0
2024-05-25,Konya,Gıda,Zeytinyağı,251.23,8,2009.84,Bireysel,Kapıda Ödeme,45.0,Kadın,Tamamlandı,5.0,0.12
2024-05-25,İstanbul,Elektronik,Tablet,15521.35,1,15521.35,Bireysel,Kredi Kartı,26.0,Kadın,Tamamlandı,4.6,0.0
2024-05-25,İzmir,Kitap & Kırtasiye,Boyama Kitabı,56.5,5,282.5,Kurumsal,Kredi Kartı,48.0,Kadın,Tamamlandı,4.2,0.07
2024-05-25,İzmir,Giyim,Elbise,1863.04,2,3726.08,Bireysel,Kredi Kartı,36.0,Erkek,Beklemede,4.4,0.0
2024-05-26,Antalya,Spor,Yoga Matı,281.71,4,1126.84,Bireysel,Havale/EFT,18.0,Erkek,Beklemede,,0.0
2024-05-26,Gaziantep,Ev & Yaşam,Havlu Seti,680.77,2,1361.54,Kurumsal,Havale/EFT,51.0,Kadın,Tamamlandı,2.4,0.17
2024-05-27,Samsun,Giyim,Ceket,1910.38,1,1910.38,Bireysel,Havale/EFT,30.0,Erkek,Tamamlandı,3.9,0.0
2024-05-27,İstanbul,Giyim,Pantolon,788.23,1,788.23,Kurumsal,Havale/EFT,49.0,Erkek,Beklemede,4.9,0.0
2024-05-27,Antalya,Giyim,Pantolon,179.42,1,179.42,Kurumsal,Banka Kartı,44.0,Erkek,Tamamlandı,5.0,0.17
2024-05-28,İzmir,Kozmetik,Parfüm,602.68,1,602.68,Bireysel,Kredi Kartı,41.0,Erkek,Tamamlandı,3.5,0.0
2024-05-28,İzmir,Giyim,Ceket,127.56,1,127.56,Premium,Kapıda Ödeme,,Erkek,Tamamlandı,3.6,0.0
2024-05-29,Konya,Kozmetik,Nemlendirici Krem,207.32,1,207.32,Bireysel,Banka Kartı,33.0,Kadın,Tamamlandı,3.1,0.0
2024-05-30,Ankara,Gıda,Zeytinyağı,305.7,6,1834.2,Kurumsal,Banka Kartı,38.0,Erkek,Tamamlandı,3.3,0.0
2024-05-30,Adana,Ev & Yaşam,Nevresim Takımı,1321.83,2,2643.66,Premium,Kredi Kartı,23.0,Kadın,Tamamlandı,4.5,0.0
2024-05-30,Konya,Gıda,Kuruyemiş,465.31,1,465.31,Bireysel,Banka Kartı,38.0,Erkek,Tamamlandı,3.3,0.28
2024-05-31,Antalya,Giyim,Tişört,1522.47,2,3044.94,Bireysel,Banka Kartı,43.0,Erkek,Tamamlandı,5.0,0.0
2024-05-31,İzmir,Elektronik,Kulaklık,8853.57,7,61974.99,Bireysel,Kredi Kartı,23.0,Kadın,Tamamlandı,4.1,0.0
2024-06-01,Samsun,Spor,Dambıl Seti,1971.55,3,5914.65,Kurumsal,Kredi Kartı,47.0,Kadın,Tamamlandı,3.8,0.15
2024-06-01,Adana,Ev & Yaşam,Mum,1136.05,2,2272.1,Bireysel,Banka Kartı,50.0,Erkek,Tamamlandı,4.0,0.0
2024-06-02,Antalya,Gıda,Kahve,155.07,5,775.35,Bireysel,Kredi Kartı,51.0,Erkek,Tamamlandı,5.0,0.0
2024-06-02,Konya,Elektronik,Kulaklık,17299.96,2,34599.92,Kurumsal,Kapıda Ödeme,36.0,Kadın,Tamamlandı,4.0,0.0
2024-06-02,Ankara,Ev & Yaşam,Nevresim Takımı,1150.36,1,1150.36,Bireysel,Banka Kartı,52.0,Erkek,İptal Edildi,4.8,0.3
2024-06-03,Adana,Gıda,Kuruyemiş,126.76,8,1014.08,Bireysel,Kredi Kartı,24.0,Erkek,Tamamlandı,3.7,0.0
2024-06-04,İstanbul,Ev & Yaşam,Mum,674.0,3,2022.0,Bireysel,Kredi Kartı,38.0,Erkek,İade Edildi,4.5,0.0
2024-06-05,İstanbul,Kozmetik,Ruj,601.64,5,3008.2,Kurumsal,Banka Kartı,33.0,Erkek,Tamamlandı,4.4,0.0
2024-06-05,Adana,Spor,Yoga Matı,1771.51,9,15943.59,Bireysel,Kapıda Ödeme,50.0,Erkek,Tamamlandı,3.2,0.0
2024-06-05,İstanbul,Giyim,Elbise,661.39,1,661.39,Bireysel,Kredi Kartı,42.0,Erkek,Tamamlandı,3.3,0.29
